City,Region,Neighborhood,Property Type,Area (sqm),Bedrooms,Bathrooms,Floor Number,Elevator,Property Age (years),Furnished,Listing Type,Selling Price (SAR)
Riyadh,South,Al-Ha’ir,apartment,169,2,4,1,Yes,8,Yes,Sale,148534.92
Riyadh,West,Al-Oraija Al-Gharbi (Western Oraija),apartment,119,3,3,3,No,7,No,Sale,410731.92
Riyadh,West,Tuwaiq,apartment,256,4,3,2,No,8,No,Sale,766553.44
Riyadh,South,Al-Ha’ir,apartment,128,2,3,3,No,10,Yes,Sale,176641.74
Riyadh,North,Hittin,apartment,139,3,3,1,No,2,Yes,Sale,1416370.49
Riyadh,Central,Al-Maather,apartment,122,3,1,4,Yes,9,No,Sale,223782.41
Riyadh,Central,Al-Batha,apartment,199,4,2,3,No,5,Yes,Sale,240788.4
Riyadh,North,Hittin,apartment,266,1,2,5,No,6,No,Sale,2140300.7
Riyadh,North,Al-Jameah (University District),apartment,146,1,3,4,No,7,No,Sale,1349462.93
Riyadh,South,Al-Marwah,apartment,178,2,3,3,Yes,6,Yes,Sale,262003.96
Riyadh,South,Al-Dar Al-Baida,apartment,189,3,3,3,Yes,1,No,Sale,205515.23
Riyadh,Central,Al-Olaya,apartment,280,3,2,5,No,8,Yes,Sale,542850.18
Riyadh,West,Ad-Diriyah,apartment,104,1,4,4,Yes,4,No,Sale,303576.02
Riyadh,West,Al-Oraija Al-Gharbi (Western Oraija),apartment,220,2,1,4,Yes,1,Yes,Sale,449172.03
Riyadh,North,Al-Maseef,apartment,110,3,2,1,Yes,9,No,Sale,1259643.85
Riyadh,North,Al-Aarid,apartment,265,1,2,5,Yes,2,Yes,Sale,2371937.45
Riyadh,East,Al-Naseem Al-Sharqi (Eastern Naseem),apartment,126,2,3,5,No,5,No,Sale,528766.22
Riyadh,Central,Al-Murabba,apartment,132,2,2,3,Yes,6,Yes,Sale,174385.53
Riyadh,East,Al-Rayan,apartment,126,3,1,4,Yes,8,Yes,Sale,485155.8
Riyadh,West,Dhahiyat Laban (Laban Suburb),apartment,227,3,3,1,Yes,9,No,Sale,652248.33
Riyadh,East,Al-Quds,apartment,274,4,3,3,Yes,4,Yes,Sale,1086400.69
Riyadh,East,Al-Shuhada,apartment,279,2,1,5,Yes,5,Yes,Sale,1376439.56
Riyadh,West,Ad-Diriyah,apartment,103,4,3,1,No,6,Yes,Sale,326483.71
Riyadh,South,Al-Shifa,apartment,227,3,2,2,Yes,10,Yes,Sale,263202.39
Riyadh,West,Al-Suwaidi,apartment,216,4,4,1,No,4,Yes,Sale,694332.58
Riyadh,West,Al-Oraija,apartment,123,4,2,5,No,5,No,Sale,335904.75
Riyadh,North,Al-Ghadeer,apartment,173,4,3,1,No,3,Yes,Sale,1758748.94
Riyadh,East,Qurtubah,apartment,281,4,3,5,No,8,No,Sale,1150698.01
Riyadh,West,Al-Mousa,apartment,264,2,3,3,No,4,No,Sale,995808.21
Riyadh,South,Al-Mansourah,apartment,107,2,1,5,No,3,Yes,Sale,111632.06
Riyadh,North,Al-Falah,apartment,145,4,2,5,Yes,4,No,Sale,1160022.56
Riyadh,Central,Al-Fakheriyah,apartment,186,2,4,3,Yes,4,No,Sale,312440.32
Riyadh,East,Al-Munsiyah,apartment,143,4,1,5,Yes,9,Yes,Sale,633316.64
Riyadh,East,Al-Rimal,apartment,170,2,2,3,No,3,No,Sale,544669.59
Riyadh,South,Al-Dar Al-Baida,apartment,111,4,2,2,Yes,3,No,Sale,125725.45
Riyadh,East,Al-Sulay,apartment,212,3,1,3,Yes,5,Yes,Sale,1037182.71
Riyadh,West,Ad-Diriyah,apartment,236,3,1,4,Yes,7,No,Sale,539027.73
Riyadh,East,Al-Yarmouk,apartment,217,2,3,1,No,1,Yes,Sale,851561.59
Riyadh,East,Al-Quds,apartment,202,3,1,4,Yes,6,No,Sale,862530.21
Riyadh,North,Al-Jameah (University District),apartment,147,4,2,5,Yes,2,Yes,Sale,1657168.78
Riyadh,Central,Al-Olaya,apartment,276,2,3,4,Yes,4,No,Sale,500621.01
Riyadh,East,Al-Rawdah,apartment,223,3,2,2,Yes,4,No,Sale,777549.58
Riyadh,West,Al-Mousa,apartment,244,2,2,3,Yes,10,Yes,Sale,768248.39
Riyadh,East,Al-Munsiyah,apartment,281,3,4,2,Yes,4,No,Sale,1105198.36
Riyadh,North,Al-Falah,apartment,261,1,3,3,Yes,4,No,Sale,2220362.37
Riyadh,South,Badr,apartment,248,1,4,5,No,8,Yes,Sale,220188.85
Riyadh,Central,Al-Maather,apartment,244,2,2,5,Yes,6,Yes,Sale,326481.31
Riyadh,West,Tuwaiq,apartment,179,4,4,3,No,4,No,Sale,679259.36
Riyadh,West,Dhahiyat Laban (Laban Suburb),apartment,229,3,1,5,Yes,6,Yes,Sale,665680.24
Riyadh,Central,Al-Dhobat,apartment,151,1,4,4,No,7,No,Sale,205684.43
Riyadh,North,Al-Ghadeer,apartment,156,4,3,2,No,6,No,Sale,1599159.35
Riyadh,West,Sultanah,apartment,271,1,1,1,No,4,No,Sale,572003.52
Riyadh,West,Namar,apartment,91,2,3,4,Yes,8,Yes,Sale,336987.96
Riyadh,East,Al-Naseem Al-Sharqi (Eastern Naseem),apartment,175,3,1,4,Yes,9,No,Sale,637134.54
Riyadh,East,Ishbiliyah,apartment,220,4,2,2,Yes,6,Yes,Sale,689467.86
Riyadh,East,Al-Naseem Al-Gharbi (Western Naseem),apartment,116,1,4,5,No,1,Yes,Sale,532587.54
Riyadh,Central,Al-Maather,apartment,134,2,4,1,Yes,3,No,Sale,226270.9
Riyadh,West,Namar,apartment,149,2,4,2,Yes,4,Yes,Sale,556469.69
Riyadh,Central,Al-Malaz,apartment,260,4,3,4,Yes,5,No,Sale,331852.25
Riyadh,North,Al-Falah,apartment,212,4,3,3,Yes,3,Yes,Sale,2240753.51
Riyadh,South,Al-Mansourah,apartment,255,4,4,1,Yes,1,Yes,Sale,225895.74
Riyadh,East,Al-Rawdah,apartment,205,1,3,1,Yes,1,Yes,Sale,618909.01
Riyadh,Central,Al-Murabba,apartment,169,1,3,3,Yes,10,Yes,Sale,178775.61
Riyadh,East,Qurtubah,apartment,123,2,3,2,Yes,9,No,Sale,473818.29
Riyadh,North,Al-Malqa,apartment,179,2,1,5,No,10,Yes,Sale,2045839.34
Riyadh,East,Al-Jazirah,apartment,274,1,4,2,No,3,No,Sale,851995.7
Riyadh,Central,Al-Murabba,apartment,145,1,1,5,No,4,No,Sale,168518.6
Riyadh,West,Al-Oraija Al-Gharbi (Western Oraija),apartment,96,4,3,5,Yes,3,No,Sale,361400.67
Riyadh,North,Al-Jameah (University District),apartment,228,1,1,3,Yes,2,No,Sale,1929426.43
Riyadh,East,Al-Nahda,apartment,120,4,1,4,Yes,10,No,Sale,514329.45
Riyadh,East,Al-Yarmouk,apartment,91,4,2,5,No,8,Yes,Sale,298106.35
Riyadh,South,Badr,apartment,226,4,4,1,No,7,No,Sale,326404.49
Riyadh,Central,Al-Olaya,apartment,138,3,2,3,No,6,Yes,Sale,148020.67
Riyadh,East,Al-Naseem Al-Sharqi (Eastern Naseem),apartment,251,2,1,3,Yes,3,Yes,Sale,1017588.48
Riyadh,North,Hittin,apartment,240,1,3,1,Yes,7,No,Sale,1867038.81
Riyadh,West,Dhahiyat Laban (Laban Suburb),apartment,201,2,2,1,Yes,6,Yes,Sale,634534.51
Riyadh,Central,Al-Maather,apartment,152,1,1,2,Yes,3,No,Sale,153743.36
Riyadh,Central,Al-Dhobat,apartment,218,3,1,2,No,9,Yes,Sale,251744.28
Riyadh,Central,Al-Olaya,apartment,225,1,4,4,Yes,3,No,Sale,250710.95
Riyadh,East,Al-Naseem Al-Gharbi (Western Naseem),apartment,185,2,4,1,No,1,Yes,Sale,870668.87
Riyadh,South,Al-Dar Al-Baida,apartment,167,3,1,5,Yes,4,Yes,Sale,207006.81
Riyadh,Central,Al-Yamamah,apartment,228,4,4,2,Yes,9,No,Sale,400246.85
Riyadh,East,Al-Rayan,apartment,218,2,1,4,No,3,No,Sale,782363.76
Riyadh,South,Al-Fawaz,apartment,255,2,4,5,Yes,6,Yes,Sale,282753.25
Riyadh,North,Al-Aarid,apartment,172,2,2,3,No,4,No,Sale,1719656.35
Riyadh,East,Al-Nahda,apartment,205,1,2,5,No,10,No,Sale,785529.81
Riyadh,West,Namar,apartment,239,4,3,1,Yes,9,No,Sale,877620.0
Riyadh,West,Tuwaiq,apartment,183,2,3,1,No,1,Yes,Sale,442807.53
Riyadh,East,Al-Manar,apartment,181,2,2,1,Yes,7,Yes,Sale,883484.14
Riyadh,Central,Al-Batha,apartment,197,4,3,4,No,4,No,Sale,225283.83
Riyadh,South,Badr,apartment,274,4,3,3,No,10,Yes,Sale,342214.11
Riyadh,West,Dhahiyat Laban (Laban Suburb),apartment,108,3,2,2,Yes,10,Yes,Sale,389542.08
Riyadh,North,Al-Nada,apartment,179,1,2,4,No,4,Yes,Sale,1767549.51
Riyadh,North,Al-Nada,apartment,178,1,2,2,Yes,2,No,Sale,1486164.85
Riyadh,West,Al-Suwaidi,apartment,168,2,4,5,Yes,8,No,Sale,341877.5
Riyadh,East,Al-Naseem Al-Gharbi (Western Naseem),apartment,168,2,1,3,No,2,Yes,Sale,747580.75
Riyadh,West,Al-Oraija,apartment,100,3,2,5,Yes,3,Yes,Sale,331612.64
Riyadh,West,Al-Suwaidi,apartment,221,1,1,3,Yes,2,Yes,Sale,612305.65
Riyadh,South,Al-Aziziyah,apartment,251,2,1,4,No,3,No,Sale,260876.34
Riyadh,North,Al-Jameah (University District),apartment,126,1,4,4,No,8,No,Sale,1295515.1
Riyadh,East,Al-Nahda,apartment,272,4,3,4,Yes,8,No,Sale,1196154.54
Riyadh,West,Al-Mousa,apartment,207,4,1,3,Yes,6,No,Sale,757223.01
Riyadh,East,Ishbiliyah,apartment,194,3,3,2,No,3,No,Sale,630935.25
Riyadh,North,Al-Ghadeer,apartment,277,4,1,1,Yes,5,No,Sale,3312514.4
Riyadh,West,Sultanah,apartment,166,3,2,3,No,5,Yes,Sale,609505.08
Riyadh,East,Al-Sulay,apartment,166,4,4,3,Yes,3,Yes,Sale,529918.45
Riyadh,Central,Al-Murqab,apartment,137,4,1,1,No,9,Yes,Sale,193106.65
Riyadh,West,Shubra,apartment,249,4,4,1,No,9,Yes,Sale,683715.53
Riyadh,North,Al-Jameah (University District),apartment,139,1,1,1,Yes,8,No,Sale,1244899.15
Riyadh,South,Al-Shaalan,apartment,176,3,2,3,No,1,Yes,Sale,228929.08
Riyadh,West,Namar,apartment,92,2,4,2,No,6,Yes,Sale,261437.21
Riyadh,South,Al-Shaalan,apartment,279,3,4,4,Yes,9,No,Sale,294678.71
Riyadh,North,Al-Malqa,apartment,220,2,4,3,Yes,6,Yes,Sale,1888811.62
Riyadh,North,Al-Ghadeer,apartment,270,1,4,1,No,9,No,Sale,2245599.8
Riyadh,West,Al-Suwaidi Al-Gharbi (Western Suwaidi),apartment,157,2,1,1,No,10,No,Sale,542805.91
Riyadh,South,Al-Aziziyah,apartment,111,1,1,2,No,3,No,Sale,104257.51
Riyadh,East,Al-Nahda,apartment,274,2,2,3,Yes,1,Yes,Sale,1234718.57
Riyadh,East,Granada (Ghernata),apartment,151,1,4,2,No,9,No,Sale,469133.53
Riyadh,Central,Al-Wurud,apartment,233,3,1,2,No,3,No,Sale,252294.0
Riyadh,South,Al-Khalidiyah,apartment,169,4,1,4,Yes,2,Yes,Sale,191220.34
Riyadh,South,Badr,apartment,92,2,3,1,No,2,Yes,Sale,103351.47
Riyadh,East,Al-Munsiyah,apartment,162,3,4,3,Yes,6,Yes,Sale,654013.78
Riyadh,West,Al-Huda,apartment,245,3,4,1,Yes,7,No,Sale,547243.73
Riyadh,North,Al-Rabi,apartment,258,3,2,1,No,10,Yes,Sale,2075054.55
Riyadh,North,Al-Maseef,apartment,141,1,3,1,Yes,8,Yes,Sale,1629750.26
Riyadh,East,Al-Khaleej,apartment,252,4,4,5,Yes,7,No,Sale,1182878.78
Riyadh,Central,Al-Fakheriyah,apartment,198,3,3,4,No,2,Yes,Sale,373336.22
Riyadh,North,Al-Nakheel Al-Gharbi (Western Nakheel),apartment,202,1,2,1,Yes,10,No,Sale,2183494.51
Riyadh,Central,Al-Olaya,apartment,137,2,2,3,Yes,10,Yes,Sale,198942.46
Riyadh,East,Al-Ruwad,apartment,277,2,3,3,No,10,Yes,Sale,1054321.03
Riyadh,Central,Al-Maather,apartment,198,4,4,3,Yes,10,Yes,Sale,293385.91
Riyadh,West,Namar,apartment,128,3,4,4,Yes,2,No,Sale,281801.13
Riyadh,West,Sultanah,apartment,118,4,1,5,No,4,Yes,Sale,252884.15
Riyadh,Central,Al-Murabba,apartment,194,1,2,5,Yes,5,No,Sale,285680.5
Riyadh,West,Al-Suwaidi,apartment,185,1,2,2,Yes,9,No,Sale,592541.06
Riyadh,South,Al-Difa,apartment,154,4,1,1,No,7,Yes,Sale,158867.26
Riyadh,North,Al-Sahafa,apartment,207,2,1,2,Yes,10,Yes,Sale,1734264.24
Riyadh,West,Al-Suwaidi,apartment,175,2,3,5,Yes,3,No,Sale,485747.21
Riyadh,North,Al-Aarid,apartment,222,4,2,3,No,5,No,Sale,1803894.36
Riyadh,Central,Al-Morouj,apartment,241,3,1,4,Yes,6,Yes,Sale,418859.03
Riyadh,North,Al-Nakheel Al-Gharbi (Western Nakheel),apartment,100,3,1,1,Yes,1,No,Sale,1149688.02
Riyadh,Central,Al-Yamamah,apartment,169,3,4,5,No,10,No,Sale,326492.53
Riyadh,East,Al-Ruwad,apartment,165,1,1,2,No,2,No,Sale,507475.63
Riyadh,North,Al-Nakheel,apartment,270,3,4,2,No,3,No,Sale,3028103.31
Riyadh,East,Ishbiliyah,apartment,145,4,4,5,Yes,5,No,Sale,589147.37
Riyadh,Central,Al-Maather,apartment,132,3,2,2,No,4,Yes,Sale,230835.63
Riyadh,South,Al-Khalidiyah,apartment,228,1,3,5,Yes,8,Yes,Sale,230856.08
Riyadh,Central,Al-Malaz,apartment,199,1,3,3,No,10,No,Sale,352383.61
Riyadh,North,Al-Yasmeen,apartment,217,4,3,3,Yes,3,No,Sale,2216162.72
Riyadh,Central,Al-Batha,apartment,165,1,2,2,Yes,8,No,Sale,313786.55
Riyadh,Central,Al-Yamamah,apartment,246,3,4,1,No,3,No,Sale,267968.75
Riyadh,Central,Al-Maather,apartment,252,4,1,2,Yes,4,No,Sale,292351.36
Riyadh,East,Al-Yarmouk,apartment,195,2,1,1,Yes,10,No,Sale,906896.24
Riyadh,West,Al-Oraija Al-Gharbi (Western Oraija),apartment,154,4,1,2,Yes,9,No,Sale,364826.8
Riyadh,North,Al-Falah,apartment,214,4,1,4,No,5,Yes,Sale,1501115.14
Riyadh,West,Shubra,apartment,93,2,2,1,No,3,No,Sale,230741.02
Riyadh,West,Namar,apartment,254,2,2,1,Yes,6,No,Sale,527875.06
Riyadh,North,Al-Yasmeen,apartment,194,1,3,5,Yes,3,No,Sale,1611390.63
Riyadh,East,Granada (Ghernata),apartment,143,1,2,5,No,4,No,Sale,513805.83
Riyadh,West,Tuwaiq,apartment,256,3,3,3,No,10,Yes,Sale,1015153.54
Riyadh,Central,Al-Dhobat,apartment,96,3,2,4,No,8,Yes,Sale,179986.17
Riyadh,South,Al-Dar Al-Baida,apartment,142,2,1,4,Yes,9,Yes,Sale,129707.08
Riyadh,East,Al-Rawdah,apartment,235,3,2,4,No,2,No,Sale,959238.32
Riyadh,West,Al-Oraija,apartment,277,4,4,5,No,5,Yes,Sale,834932.1
Riyadh,Central,Al-Jaradiyah,apartment,94,4,4,1,Yes,2,Yes,Sale,179870.69
Riyadh,West,Al-Suwaidi,apartment,143,4,4,1,Yes,10,Yes,Sale,316656.45
Riyadh,West,Dhahret Laban,apartment,260,2,1,2,No,1,No,Sale,810302.41
Riyadh,West,Tuwaiq,apartment,232,4,1,2,Yes,6,Yes,Sale,656410.22
Riyadh,North,Al-Aarid,apartment,139,4,2,3,No,9,No,Sale,1597118.03
Riyadh,Central,Al-Fakheriyah,apartment,115,3,4,2,Yes,9,Yes,Sale,211263.92
Riyadh,North,Al-Maseef,apartment,142,2,1,3,No,1,Yes,Sale,1034549.82
Riyadh,North,Al-Nada,apartment,119,4,4,3,Yes,2,No,Sale,1192100.65
Riyadh,Central,Al-Fakheriyah,apartment,183,1,1,4,Yes,10,No,Sale,343321.78
Riyadh,South,Al-Shifa,apartment,275,3,4,3,Yes,4,Yes,Sale,263167.54
Riyadh,North,Al-Aarid,apartment,220,2,2,2,No,6,Yes,Sale,1601169.52
Riyadh,East,Al-Sulay,apartment,174,3,2,1,No,7,Yes,Sale,845639.56
Riyadh,North,Al-Nakheel,apartment,236,2,2,3,No,4,No,Sale,1673723.44
Riyadh,East,Al-Rimal,apartment,200,2,2,2,Yes,6,Yes,Sale,789089.79
Riyadh,East,Al-Jazirah,apartment,94,4,4,4,Yes,8,No,Sale,416623.05
Riyadh,South,Badr,apartment,261,2,3,2,Yes,6,No,Sale,347932.01
Riyadh,West,Namar,apartment,200,2,3,1,No,6,Yes,Sale,778104.49
Riyadh,Central,Al-Murqab,apartment,242,3,4,1,Yes,4,Yes,Sale,270427.25
Riyadh,West,Ad-Diriyah,apartment,115,4,1,1,Yes,2,No,Sale,272731.14
Riyadh,North,Hittin,apartment,193,4,3,2,No,10,Yes,Sale,1739526.2
Riyadh,South,Al-Mansourah,apartment,150,3,4,1,No,10,No,Sale,135355.2
Riyadh,East,Al-Rayan,apartment,171,4,3,2,No,7,Yes,Sale,645547.19
Riyadh,North,Al-Maseef,apartment,243,2,1,2,Yes,9,Yes,Sale,2076872.9
Riyadh,North,Al-Yasmeen,apartment,246,1,2,4,Yes,5,Yes,Sale,2915015.74
Riyadh,West,Ad-Diriyah,apartment,226,2,3,5,No,9,No,Sale,487289.05
Riyadh,East,Al-Shuhada,apartment,240,4,3,5,Yes,9,Yes,Sale,1174658.35
Riyadh,West,Al-Oraija Al-Gharbi (Western Oraija),apartment,151,3,2,1,No,6,Yes,Sale,356992.8
Riyadh,North,Al-Nakheel,apartment,211,3,4,2,No,10,Yes,Sale,1915820.34
Riyadh,East,Al-Rayan,apartment,131,3,3,3,No,3,No,Sale,549703.58
Riyadh,West,Al-Oraija,apartment,172,3,4,2,Yes,6,No,Sale,492256.05
Riyadh,South,Al-Fawaz,apartment,279,1,3,3,No,5,No,Sale,398931.51
Riyadh,South,Al-Fawaz,apartment,112,3,1,5,No,1,No,Sale,113424.4
Riyadh,South,Al-Aziziyah,apartment,152,3,2,4,No,3,Yes,Sale,184132.57
Riyadh,West,Al-Suwaidi Al-Gharbi (Western Suwaidi),apartment,269,4,2,2,Yes,10,No,Sale,568944.47
Riyadh,North,Al-Malqa,apartment,221,4,3,1,Yes,2,No,Sale,1584858.84
Riyadh,Central,Al-Murqab,apartment,109,2,4,3,No,9,Yes,Sale,112360.31
Riyadh,West,Dhahiyat Laban (Laban Suburb),apartment,128,1,2,3,No,10,No,Sale,258097.58
Riyadh,North,Al-Nakheel Al-Gharbi (Western Nakheel),apartment,163,4,4,2,Yes,3,Yes,Sale,1461058.17
Riyadh,South,Badr,apartment,90,1,4,5,No,8,Yes,Sale,76197.36
Riyadh,Central,Al-Dhobat,apartment,222,2,1,2,Yes,2,Yes,Sale,302207.85
Riyadh,South,Al-Marwah,apartment,137,4,3,2,Yes,3,No,Sale,202440.11
Riyadh,Central,Al-Dhobat,apartment,217,4,2,4,No,2,No,Sale,325098.82
Riyadh,North,Al-Izdihar,apartment,132,1,2,1,No,7,No,Sale,1461588.79
Riyadh,Central,Al-Murabba,apartment,282,1,2,5,No,8,Yes,Sale,346563.36
Riyadh,West,Al-Suwaidi,apartment,107,1,3,3,Yes,7,No,Sale,275114.84
Riyadh,Central,Al-Jaradiyah,apartment,224,2,4,1,No,10,Yes,Sale,260981.55
Riyadh,South,Al-Fawaz,apartment,164,2,3,1,No,3,No,Sale,142558.04
Riyadh,West,Al-Oraija,apartment,234,1,4,2,No,7,Yes,Sale,925053.99
Riyadh,West,Al-Badiyah,apartment,113,4,3,3,Yes,5,Yes,Sale,345152.95
Riyadh,South,Al-Difa,apartment,172,1,3,5,No,3,Yes,Sale,231076.28
Riyadh,East,Al-Ruwad,apartment,208,1,2,5,No,5,Yes,Sale,924429.86
Riyadh,East,Al-Nahda,apartment,95,2,1,5,No,10,Yes,Sale,341050.35
Riyadh,North,Al-Yasmeen,apartment,111,1,1,2,Yes,8,Yes,Sale,987105.67
Riyadh,Central,Al-Dhobat,apartment,156,4,3,1,No,10,No,Sale,221286.35
Riyadh,Central,Al-Olaya,apartment,268,2,1,3,No,8,No,Sale,530227.45
Riyadh,North,Al-Sahafa,apartment,215,4,1,3,Yes,4,No,Sale,1917714.01
Riyadh,Central,Al-Olaya,apartment,264,1,1,2,Yes,2,No,Sale,481994.26
Riyadh,West,Al-Oraija Al-Gharbi (Western Oraija),apartment,248,2,4,4,Yes,8,No,Sale,944923.26
Riyadh,East,Ishbiliyah,apartment,170,3,3,3,Yes,10,Yes,Sale,741099.03
Riyadh,South,Badr,apartment,256,2,4,4,Yes,5,Yes,Sale,359915.97
Riyadh,South,Al-Mansourah,apartment,140,2,4,3,No,9,Yes,Sale,187101.24
Riyadh,Central,Al-Murqab,apartment,240,1,3,5,No,5,Yes,Sale,303350.47
Riyadh,East,Qurtubah,apartment,157,3,2,4,No,10,Yes,Sale,776776.56
Riyadh,Central,Al-Olaya,apartment,120,2,1,3,No,4,Yes,Sale,181650.98
Riyadh,South,Al-Mansourah,apartment,119,3,2,5,No,9,No,Sale,145732.23
Riyadh,North,Hittin,apartment,218,2,2,3,No,1,Yes,Sale,2496565.92
Riyadh,East,Al-Rayan,apartment,151,1,1,4,No,7,No,Sale,548521.42
Riyadh,North,Al-Malqa,apartment,173,2,3,5,Yes,5,Yes,Sale,1638748.91
Riyadh,South,Badr,apartment,192,1,2,5,No,4,No,Sale,156375.9
Riyadh,North,Al-Jameah (University District),apartment,240,4,4,5,Yes,6,No,Sale,2023861.26
Riyadh,North,Al-Nada,apartment,204,4,2,1,No,6,No,Sale,1810415.45
Riyadh,West,Ad-Diriyah,apartment,185,3,3,2,Yes,8,Yes,Sale,671494.83
Riyadh,North,Al-Rabi,apartment,96,2,4,2,No,1,Yes,Sale,768661.29
Riyadh,West,Dhahiyat Laban (Laban Suburb),apartment,224,4,1,4,Yes,6,No,Sale,485773.47
Riyadh,East,Al-Nahda,apartment,153,1,2,1,No,2,No,Sale,565195.99
Riyadh,Central,Al-Wurud,apartment,194,4,1,1,Yes,6,Yes,Sale,371882.4
Riyadh,Central,Al-Wurud,apartment,218,1,1,3,Yes,7,No,Sale,296312.27
Riyadh,Central,Al-Malaz,apartment,169,2,2,5,Yes,5,Yes,Sale,201132.74
Riyadh,South,Al-Ha’ir,apartment,217,4,2,5,Yes,3,Yes,Sale,245843.91
Riyadh,South,Al-Marwah,apartment,157,1,4,5,No,9,No,Sale,140630.75
Riyadh,East,Al-Jazirah,apartment,145,4,2,3,Yes,4,No,Sale,618575.84
Riyadh,West,Al-Suwaidi Al-Gharbi (Western Suwaidi),apartment,232,3,3,5,No,3,Yes,Sale,787533.2
Riyadh,East,Al-Ruwad,apartment,129,1,4,2,Yes,6,No,Sale,600939.66
Riyadh,Central,Al-Malaz,apartment,122,3,2,2,No,3,No,Sale,177526.36
Riyadh,East,Al-Ruwad,apartment,93,1,1,2,No,6,Yes,Sale,459874.06
Riyadh,Central,Al-Yamamah,apartment,264,1,3,5,No,1,No,Sale,444959.0
Riyadh,North,Al-Ghadeer,apartment,225,3,2,4,Yes,10,Yes,Sale,1608774.15
Riyadh,South,Al-Shifa,apartment,100,3,1,1,No,2,Yes,Sale,142547.68
Riyadh,West,Al-Suwaidi,apartment,217,1,3,5,No,7,Yes,Sale,653372.67
Riyadh,Central,Al-Murabba,apartment,218,1,4,4,No,6,No,Sale,227236.95
Riyadh,East,Al-Naseem Al-Sharqi (Eastern Naseem),apartment,179,1,3,5,Yes,4,Yes,Sale,883618.6
Riyadh,East,Al-Ruwad,apartment,165,4,1,1,Yes,2,No,Sale,497075.61
Riyadh,West,Dhahret Laban,apartment,258,4,3,5,No,10,Yes,Sale,835617.44
Riyadh,South,Al-Dar Al-Baida,apartment,196,2,1,1,No,2,Yes,Sale,255337.57
Riyadh,East,Al-Rayan,apartment,251,3,3,2,Yes,2,No,Sale,1059676.55
Riyadh,West,Dhahret Laban,apartment,223,4,4,4,No,5,Yes,Sale,549146.89
Riyadh,East,Qurtubah,apartment,126,2,4,1,No,10,Yes,Sale,453006.63
Riyadh,East,Al-Naseem Al-Sharqi (Eastern Naseem),apartment,265,4,1,1,Yes,3,No,Sale,1126225.77
Riyadh,North,Al-Sahafa,apartment,212,4,1,3,No,1,No,Sale,1851523.58
Riyadh,Central,Al-Murqab,apartment,193,2,3,1,Yes,7,Yes,Sale,205428.38
Riyadh,North,Al-Sahafa,apartment,255,2,4,2,No,8,No,Sale,2044720.24
Riyadh,North,Al-Ghadeer,apartment,205,1,1,2,Yes,2,Yes,Sale,2376192.14
Riyadh,Central,Al-Malaz,apartment,230,2,1,1,Yes,1,Yes,Sale,399070.18
Riyadh,North,Al-Rabi,apartment,200,3,2,5,No,5,No,Sale,2171052.73
Riyadh,West,Al-Oraija Al-Gharbi (Western Oraija),apartment,170,1,2,2,Yes,3,No,Sale,625726.73
Riyadh,South,Al-Dar Al-Baida,apartment,155,4,4,1,No,3,Yes,Sale,172341.44
Riyadh,North,Al-Izdihar,apartment,250,2,2,1,Yes,1,No,Sale,2603346.4
Riyadh,West,Al-Oraija Al-Gharbi (Western Oraija),apartment,122,2,2,1,No,7,No,Sale,370405.61
Riyadh,Central,Al-Jaradiyah,apartment,246,1,3,3,No,1,Yes,Sale,274087.81
Riyadh,Central,Al-Yamamah,apartment,284,3,4,5,No,9,No,Sale,318515.92
Riyadh,West,Al-Suwaidi Al-Gharbi (Western Suwaidi),apartment,143,1,4,5,Yes,3,Yes,Sale,466441.36
Riyadh,West,Dhahiyat Laban (Laban Suburb),apartment,121,1,3,4,Yes,10,No,Sale,392470.54
Riyadh,West,Shubra,apartment,235,3,4,1,No,8,Yes,Sale,932556.33
Riyadh,East,Al-Ruwad,apartment,100,2,3,2,No,5,No,Sale,435115.0
Riyadh,North,Al-Ghadeer,apartment,163,1,2,2,Yes,1,Yes,Sale,1180364.24
Riyadh,Central,Al-Yamamah,apartment,202,3,4,1,Yes,7,Yes,Sale,250117.3
Riyadh,North,Al-Rabi,apartment,193,3,2,1,Yes,5,No,Sale,2126916.43
Riyadh,West,Ad-Diriyah,apartment,187,3,2,5,Yes,8,Yes,Sale,597643.82
Riyadh,East,Al-Rimal,apartment,127,4,3,1,No,6,Yes,Sale,593659.71
Riyadh,West,Dhahiyat Laban (Laban Suburb),apartment,121,2,4,4,No,7,No,Sale,292862.83
Riyadh,North,Al-Nakheel Al-Gharbi (Western Nakheel),apartment,160,3,3,3,Yes,4,No,Sale,1629303.66
Riyadh,Central,Al-Malaz,apartment,204,1,3,5,Yes,7,No,Sale,365532.04
Riyadh,West,Al-Badiyah,apartment,264,1,1,4,No,9,Yes,Sale,664084.19
Riyadh,South,Al-Difa,apartment,137,3,3,2,Yes,9,No,Sale,200945.59
Riyadh,South,Al-Khalidiyah,apartment,192,2,1,4,No,7,Yes,Sale,212988.42
Riyadh,South,Al-Shifa,apartment,269,2,4,2,No,5,No,Sale,299633.0
Riyadh,East,Granada (Ghernata),apartment,274,4,1,1,No,5,Yes,Sale,1098791.34
Riyadh,East,Al-Nahda,apartment,193,2,2,4,No,2,No,Sale,748733.4
Riyadh,South,Al-Marwah,apartment,216,2,3,5,Yes,6,Yes,Sale,285618.49
